Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Andrew Benintendi","- - -",683,2900,56,362,318,61,0.09413793,0.1762069,0.14058252,0.32645034,0.27961165,0.34936008,0.42019417,0.33339910357983865,,108.3132796497896,9.97071588668041,37.95716232878887,-22.65451008081436,11.631806384956047,"Andrew Benintendi",17901,643217
"Jeimer Candelario","- - -",685,2815,82,336,297,15,0.09484902,0.23410302,0.1731463,0.29767968,0.24368737,0.32480455,0.41683367,0.3218777469147478,,102.89177157267711,3.469383673975244,14.20051859658824,4.322551608085632,11.618604983963627,"Jeimer Candelario",13621,600869
"Cedric Mullins","BAL",514,2112,65,264,206,89,0.08143939,0.19554924,0.17478814,0.30007027,0.26059322,0.32776718,0.43538136,0.32938343238055223,,110.2592245437486,14.040954835014418,39.63176357152395,4.947107627987862,11.610555777038424,"Cedric Mullins",17929,656775
"Luis Robert Jr.","CHW",346,1440,70,209,199,42,0.05486111,0.24930556,0.22138555,0.33480663,0.28087349,0.32937893,0.50225904,0.3528446913768667,,125.8830113819249,10.148277336033061,54.93744619791709,9.11541223526001,11.536298582207632,"Luis Robert Jr.",20043,673357
"José Abreu","- - -",769,3323,129,411,512,5,0.07372856,0.20463437,0.19186828,0.31411711,0.27587366,0.34065603,0.46774194,0.34405296786650225,,119.29816909283403,-16.826183556579053,59.971997915548215,-62.99470508284867,11.402471513720645,"Jose Abreu",15676,547989
"Yandy Díaz","- - -",534,2195,56,295,251,6,0.12118451,0.14624146,0.14947368,0.32268579,0.29,0.38041002,0.43947368,0.35705801738257376,,133.4588910999556,-17.567021292401478,69.43076808927711,-30.14988897368312,11.39600381658503,"Yandy Diaz",16578,650490
"Jake Cronenworth","SDP",491,2041,52,262,227,16,0.09260167,0.17050465,0.16816144,0.28051392,0.24943946,0.33136095,0.4176009,0.3244269502357971,,109.47279819158851,10.621360879624262,34.6510446159273,4.963851876556873,11.074160811971772,"Jake Cronenworth",18036,630105
"Kyle Schwarber","- - -",748,3063,189,434,426,18,0.13973229,0.2791381,0.26666667,0.25670498,0.22774566,0.34062704,0.49441233,0.352596440802008,,121.39901223816942,-4.664639167953283,75.96699154311906,-69.99964880943298,11.050327471135493,"Kyle Schwarber",16478,656941
"Nick Ahmed","ARI",579,2126,50,236,243,29,0.07337723,0.20413923,0.15463917,0.28086839,0.23917526,0.29594722,0.39381443,0.29539906668606664,,81.1809601656353,4.475620142649859,-45.92228947931115,85.20673942565918,10.876368467639889,"Nick Ahmed",12147,605113
"Kevin Kiermaier","- - -",553,1935,41,246,195,63,0.07235142,0.24031008,0.14943182,0.29849565,0.2375,0.30036251,0.38693182,0.29638966146600965,,89.88905012012707,12.052883147029206,-12.025532510551216,55.126115918159485,10.825599350889537,"Kevin Kiermaier",11038,595281
"Kris Bryant","- - -",534,2280,86,328,250,16,0.10482456,0.22017544,0.19757453,0.31857143,0.26882264,0.36140351,0.46639717,0.35522641430031415,,119.32240118069174,8.063285056268796,64.16360495650316,-31.5850000269711,10.822196250253228,"Kris Bryant",15429,592178
"Mike Yastrzemski","SFG",525,2011,84,294,250,14,0.1009448,0.25261064,0.22046354,0.28763667,0.24081402,0.32452642,0.46127756,0.3344350935581452,,112.91042848861285,10.911853573517874,44.3504198604088,-4.256013035774231,10.767754970415332,"Mike Yastrzemski",14854,573262
"J.P. Crawford","- - -",613,2546,38,312,219,20,0.10997643,0.17556952,0.11764706,0.29867892,0.25248869,0.34175217,0.37013575,0.3154925098539717,,104.11420402952835,-2.255305573809892,9.767042865021953,10.813376784324646,10.765565392307083,"J.P. Crawford",15491,641487
"Kolten Wong","- - -",645,2369,52,284,229,65,0.08062474,0.16462642,0.1407977,0.29010856,0.25612686,0.33404165,0.39692456,0.31816818672385494,,100.59296221750651,14.338390559190884,16.499849520217193,10.69203507900238,10.762261419138497,"Kolten Wong",12532,543939
"Adolis García","- - -",455,1847,90,261,286,49,0.06821873,0.28965891,0.21847247,0.3,0.24511545,0.3010287,0.46358792,0.32613224921833855,,107.7506392095633,8.554277847521007,25.1006943792541,17.477331824600697,10.596775964187389,"Adolis Garcia",19287,666969
"Jean Segura","- - -",656,2747,56,344,260,60,0.06224973,0.13469239,0.1220769,0.30648982,0.27863654,0.33041256,0.40071344,0.3166166717379728,,97.83439078317832,0.12026371341198683,-7.7954471005428605,21.818399488925934,10.536405822674576,"Jean Segura",5933,516416
"Julio Rodríguez","SEA",257,1139,51,163,159,60,0.07111501,0.25285338,0.20749279,0.34566145,0.28242075,0.34328358,0.48991354,0.35745609638547726,,135.9961482809405,9.812581891193986,57.110765291246736,7.890871524810791,10.517408313194295,"Julio Rodriguez",23697,677594
"Randy Arozarena","- - -",462,1891,68,268,243,76,0.09254363,0.25436277,0.18719807,0.33392857,0.26690821,0.35113696,0.45410628,0.3485718096282817,,128.95344643413122,-1.4374365392141044,63.778426935145774,-22.434246622025967,10.503243629540258,"Randy Arozarena",19290,668227
"Andrés Giménez","- - -",388,1399,37,168,145,60,0.0571837,0.20586133,0.15248796,0.30967742,0.26083467,0.33093525,0.41332263,0.3245549817822572,,111.24307092022052,10.8588185464032,27.896036035543187,28.758174180984497,10.490766042487262,"Andres Gimenez",19950,665926
"Tommy Pham","- - -",712,2887,90,395,308,85,0.11465189,0.23034292,0.16547335,0.3079955,0.25338107,0.34395566,0.41885442,0.331403148269587,,110.85192733924877,10.401456750696525,49.62050505277546,-44.38619267940521,10.358307002636508,"Tommy Pham",2967,502054
"Eduardo Escobar","- - -",722,2932,115,355,407,11,0.07503411,0.20668486,0.20374532,0.28361982,0.25318352,0.30979188,0.45692884,0.3232957880207143,,102.322450691457,2.5877647844608873,10.854409153103637,-7.11697762645781,10.296137497383981,"Eduardo Escobar",6153,500871
"Ramón Laureano","- - -",487,1945,70,257,214,54,0.07300771,0.26735219,0.18778802,0.30775862,0.24596774,0.31944444,0.43375576,0.32440407381013586,,109.9129702173221,12.067465004511178,36.45286545864591,-0.5088043063879013,10.274929003284653,"Ramon Laureano",17128,657656
"Luis Arraez","- - -",514,2097,19,270,190,10,0.08059132,0.07725322,0.09626512,0.34331797,0.32351394,0.37881679,0.41977906,0.34719276053368675,,122.1404865639253,-0.40371564542874694,55.289779336059766,-27.42520548775792,10.074304272150501,"Luis Arraez",18568,650333
"Nico Hoerner","CHC",367,1448,22,183,163,62,0.06698895,0.13190608,0.11136364,0.30913978,0.2780303,0.33517623,0.38939394,0.3162588007836146,,99.72032773401446,9.880086201708764,8.883636447561653,39.89909964799881,10.042165285302577,"Nico Hoerner",21479,663538
"Adam Frazier","- - -",748,2810,48,349,244,36,0.07330961,0.12491103,0.12593467,0.29168602,0.26603699,0.32808023,0.39197166,0.31307063225229737,,97.17200168996786,0.07448961376212537,-8.492787271175715,14.019898422062397,9.973389951611452,"Adam Frazier",15223,624428
"Nelson Cruz","- - -",630,2569,141,322,411,9,0.09420008,0.23433243,0.23032714,0.3023407,0.26790451,0.34595861,0.49823165,0.3552163641992552,,127.68347658559871,-14.866423040395603,73.95691466578751,-64.49464572221041,9.858603129888639,"Nelson Cruz",2434,443558
"Alex Verdugo","- - -",612,2443,55,326,251,19,0.07572657,0.15022513,0.14923355,0.31848185,0.2858431,0.34234234,0.43507665,0.33413705598763704,,108.27496603383725,2.893846404273063,27.86835794125499,-8.801601707935333,9.781696121651542,"Alex Verdugo",17027,657077
"Brandon Belt","- - -",587,2299,92,288,252,12,0.13310135,0.25315355,0.20510204,0.30709877,0.25,0.35624184,0.45510204,0.348547647070373,,121.23508491586432,-2.4222949352115393,58.74310002329633,-36.97518575191498,9.748242859472366,"Brandon Belt",10264,474832
"Joey Wendle","- - -",591,2132,29,247,199,57,0.05393996,0.1880863,0.12724474,0.31712062,0.26577732,0.31608655,0.39302206,0.3060194801822495,,95.7031994259965,6.465562809258699,-5.139104776775659,29.057305991649628,9.677832914842014,"Joey Wendle",13853,621563
"Vladimir Guerrero Jr.","TOR",631,2715,124,359,386,17,0.09576427,0.16095764,0.21083092,0.29679144,0.2806945,0.35469613,0.49152542,0.3606340438017057,,130.51040279083597,-19.99526138906367,79.13756684420605,-75.03693294525146,9.60816286268179,"Vladimir Guerrero Jr.",19611,665489
"Tyler O'Neill","STL",464,1586,76,235,212,38,0.08322825,0.30390921,0.21086037,0.3180778,0.24964739,0.32030265,0.46050776,0.3345693384789278,,112.61895122284287,7.958176991902292,33.228198860082045,6.6739345490932465,9.520194473942235,"Tyler O'Neill",15711,641933
"Rhys Hoskins","PHI",617,2665,130,355,357,13,0.13170732,0.2412758,0.24191405,0.27581612,0.24102791,0.34986847,0.48294196,0.355940689557101,,123.13683800650206,-5.748086253879592,70.51946255808433,-62.092995166778564,9.483652354096975,"Rhys Hoskins",16472,656555
"Carlos Santana","- - -",787,3287,122,403,406,14,0.14450867,0.15819897,0.17907227,0.24027778,0.23049263,0.34256161,0.4095649,0.3268935332954423,,105.25220350516621,2.676834175363183,25.13092385801033,-42.933022528886795,9.4463172005208,"Carlos Santana",2396,467793
"David Peralta","- - -",690,2624,74,274,347,11,0.07660061,0.19740854,0.16966904,0.31808159,0.27272727,0.33117378,0.44239631,0.3305828328147256,,107.0546047160693,-2.155795152299106,20.50366620568435,-13.873231887817383,9.41579196667671,"David Peralta",2136,444482
"Wander Franco","TBR",265,1143,30,164,130,40,0.08048994,0.1216098,0.1726133,0.29874572,0.28158149,0.34033246,0.45419479,0.34091257316381707,,123.55287306095114,7.053564848611131,39.14371431406371,14.308346271514893,9.288727670424548,"Wander Franco",23667,677551
"Brian Anderson","- - -",599,2421,66,275,265,13,0.09376291,0.24039653,0.15384615,0.31392236,0.25093809,0.3362247,0.40478424,0.32294413290525736,,103.91113203140455,-2.6212703965138644,10.077352135966951,4.321239531040192,9.13457713902286,"Brian Anderson",18289,605119
"Hunter Renfroe","- - -",691,2663,145,340,374,11,0.07923395,0.24896733,0.23807549,0.26613399,0.23973455,0.30214205,0.47781004,0.32981122352146414,,107.60307674354932,-6.717765738023445,17.28089536452744,-14.930206283926964,9.068422759146657,"Hunter Renfroe",15464,592669
"Mitch Haniger","- - -",474,2064,95,297,281,14,0.08866279,0.24467054,0.21264994,0.29904306,0.25627045,0.32945736,0.46892039,0.33991225098589517,,119.64605382857005,-0.6775312088429928,48.00708731844428,-29.769680988043547,9.003375583347905,"Mitch Haniger",14274,571745
"Buster Posey","SFG",332,1347,30,158,135,3,0.10022272,0.15664439,0.13439065,0.31912682,0.28130217,0.35661218,0.41569282,0.33439638914238096,,110.60727042762404,-11.719503830419853,5.996899897864026,39.896736204624176,8.939519862984543,"Buster Posey",9166,457763
"Ha-Seong Kim","SDP",393,1383,36,159,142,47,0.09833695,0.1945047,0.1473251,0.28913043,0.24855967,0.32872727,0.39588477,0.31827548211318435,,106.52944290420291,7.310790966032073,17.872750865720338,22.817654848098755,8.908891887028823,"Ha-Seong Kim",27506,673490
"Trent Grisham","- - -",520,1956,60,242,205,43,0.11349693,0.26687117,0.16983373,0.27493261,0.21733967,0.31565396,0.3871734,0.30844798006305624,,97.24169173621168,10.803930915426463,4.956748100098536,16.85128605365753,8.85416396207277,"Trent Grisham",18564,663757
"Daulton Varsho","- - -",412,1506,57,188,171,40,0.08300133,0.2377158,0.18597786,0.26898734,0.2302583,0.29933333,0.41623616,0.3096678667890285,,95.8045254752956,11.372099090134725,3.4062044285855944,31.11944561637938,8.823025512031819,"Daulton Varsho",19918,662139
"Giancarlo Stanton","NYY",527,2223,130,273,348,6,0.10841206,0.28834908,0.24293785,0.29396985,0.24704674,0.33183251,0.48998459,0.3493698879894276,,124.84499876569026,-13.601932709570974,52.928416103325034,-40.956424713134766,8.786297438643,"Giancarlo Stanton",4949,519317
"Nick Castellanos","- - -",769,3273,133,443,440,21,0.06263367,0.23373052,0.21012575,0.33737751,0.28325612,0.33241674,0.49338187,0.34929818565660514,,117.81835979285938,-4.697227902011946,68.75762004797666,-94.65929222106934,8.73253102107522,"Nick Castellanos",11737,592206
"Elvis Andrus","- - -",659,2635,46,303,242,80,0.06148008,0.1544592,0.11600165,0.28356713,0.25174825,0.30178639,0.3677499,0.29126772208498786,,80.88754149549722,17.262173478258774,-45.05879341827364,40.11562693119049,8.695692923769743,"Elvis Andrus",8709,462101
"Adley Rutschman","BAL",238,1027,29,137,103,5,0.13242454,0.16553067,0.16818182,0.29694323,0.26477273,0.36416748,0.43295455,0.34834880709881416,,126.5237681566952,2.1720931348390877,33.66900065618643,16.27384066581726,8.6515743081766,"Adley Rutschman",26288,668939
"Wilmer Flores","- - -",658,2314,88,278,292,2,0.07994814,0.13742437,0.18632643,0.27551622,0.26721233,0.33189283,0.45353876,0.3367359986036887,,114.5907004343535,-12.655230941483751,29.715566178808807,-20.48771023750305,8.644859466462826,"Wilmer Flores",5827,527038
"Lorenzo Cain","MIL",415,1706,30,226,133,63,0.0926143,0.16764361,0.11045365,0.31327288,0.2695595,0.34369501,0.38001315,0.317876018675649,,96.35512109977797,10.584786016959697,2.563165069271868,27.337330773472786,8.575934798379715,"Lorenzo Cain",9077,456715
"Ke'Bryan Hayes","PIT",353,1454,28,166,139,39,0.07565337,0.21320495,0.13673929,0.31931932,0.26070624,0.31911967,0.39744553,0.3119828386986551,,94.48340246402866,1.2300846090074629,-7.956056468737863,42.79008421301842,8.57460898701803,"Ke'Bryan Hayes",18577,663647
"Travis d'Arnaud","- - -",374,1468,60,180,224,1,0.06880109,0.22615804,0.19104477,0.29885057,0.25820896,0.31675749,0.44925373,0.32849699855662823,,106.98681506128868,-8.89561677747406,3.1505418707964825,31.780792254954576,8.491704087698604,"Travis d'Arnaud",7739,518595
"Gary Sánchez","- - -",557,2153,119,260,314,3,0.10032513,0.27960985,0.23101266,0.22531646,0.2035865,0.29400836,0.43459916,0.3117842432172231,,98.26166859103267,-10.162270220695063,-13.728113315154268,26.161638280376792,8.478863029270052,"Gary Sanchez",11442,596142
"Matt Carpenter","- - -",581,1951,77,253,237,13,0.14095336,0.26089185,0.20664207,0.27582938,0.22632226,0.3461736,0.43296433,0.3358818431190091,,114.17597040174275,1.6305940500460565,32.84375852684961,-15.78131728619337,8.32766341041946,"Matt Carpenter",8090,572761
"Marcell Ozuna","- - -",623,2614,129,329,385,17,0.08913542,0.21346595,0.20720339,0.28545994,0.25847458,0.3256793,0.46567797,0.3376861839285281,,112.32753336197725,1.9582847310230136,43.24752750755816,-43.34296569228172,8.257142241932684,"Marcell Ozuna",10324,542303
"Josh Bell","- - -",768,3124,120,385,420,2,0.1190781,0.18886044,0.19504987,0.28804348,0.25969708,0.34924704,0.45474695,0.3433110094609669,,116.80809231151127,-23.454620509874076,42.23020972083371,-65.40586471557617,8.249632103911022,"Josh Bell",13145,605137
"Danny Jansen","TOR",406,1368,63,171,193,1,0.08991228,0.20175439,0.20729685,0.23542857,0.22305141,0.30667645,0.43034826,0.31708871389136595,,100.24043006985366,0.22122493875212967,-1.1280919951911033,36.13080975227058,8.183221429296626,"Danny Jansen",16535,643376
"Adam Duvall","- - -",536,1898,107,242,309,11,0.07007376,0.29504742,0.24104047,0.26722533,0.22774566,0.29030558,0.46878613,0.32121062993499505,,99.093564675834,6.781475869240239,5.196818173566349,14.39335185289383,8.098119056011463,"Adam Duvall",10950,594807
"Mitch Garver","- - -",399,1459,75,196,210,2,0.10692255,0.25908156,0.23377639,0.29976019,0.25410477,0.33973919,0.48788116,0.35189109311480704,,123.27632778794847,-2.893084193347022,39.49884249315057,-8.527374655008316,8.095783186205974,"Mitch Garver",15161,641598
"Aaron Hicks","- - -",483,1857,64,260,215,29,0.14270328,0.22347873,0.16869009,0.27,0.23067093,0.34304207,0.39936102,0.32605554823491173,,108.23673195088874,14.076530515449122,32.776853562420314,-15.096942156553268,8.037400136803496,"Aaron Hicks",5297,543305
"Ryan McMahon","COL",713,2652,102,330,346,24,0.10143288,0.28431373,0.18861512,0.31568498,0.24596432,0.32553753,0.43457944,0.32730168586599667,,90.43767374544883,-2.527006321121007,-34.36711904209954,24.305310115218163,7.962379400523684,"Ryan McMahon",15112,641857
"Jonathan Schoop","- - -",638,2477,85,296,272,9,0.04683084,0.22083165,0.16334489,0.28285209,0.24480069,0.28727273,0.40814558,0.297445541786694,,86.81312325763695,-4.664009797386825,-42.092182185358936,35.59926547110081,7.921555889100047,"Jonathan Schoop",11265,570731
"Cal Raleigh","SEA",281,1009,54,115,140,1,0.08820614,0.29732408,0.23982398,0.25088968,0.21452145,0.28543112,0.45434543,0.3163145674717805,,106.97140711501184,-1.6328496064525098,5.998461446787818,37.53934574127197,7.9035242917765824,"Cal Raleigh",21534,663728
"Chas McCormick","HOU",316,1086,47,144,152,22,0.09668508,0.28360958,0.19519833,0.33169935,0.26096033,0.33917051,0.45615866,0.3437981603332379,,122.1970908496623,0.07875356310978532,28.642568823912168,13.097639203071594,7.892707260054237,"Chas McCormick",19599,676801
"Nicky Lopez","- - -",533,1868,6,212,129,41,0.07334047,0.14239829,0.06976744,0.29361702,0.25044723,0.31226158,0.32021467,0.2819236560803343,,73.34421327040914,10.049819383537397,-49.69164316088009,62.11392851173878,7.872660268170556,"Nicky Lopez",19339,670032
"Amed Rosario","- - -",769,3138,56,396,320,86,0.04652645,0.18865519,0.12758037,0.32401033,0.27377327,0.30960741,0.40135364,0.3057475126243301,,95.94694738301234,7.961185265798122,-7.941707895610664,-15.579125344753265,7.853017659193098,"Amed Rosario",15518,642708
"Kyle Seager","SEA",480,1991,89,225,282,12,0.08689101,0.20994475,0.20707071,0.24089853,0.22446689,0.29784028,0.4315376,0.3104181863476517,,98.75435232725445,-1.7156387637369335,-4.1539635437808,13.84762667864561,7.826522721980446,"Kyle Seager",9785,572122
"Joc Pederson","- - -",705,2339,121,328,320,8,0.09705002,0.22017956,0.23781677,0.26866713,0.24658869,0.33119384,0.48440546,0.3459095438287264,,119.7271629494806,-2.8481944904197007,53.485826958788216,-53.265692949295044,7.8191299840098525,"Joc Pederson",11899,592626
"Jason Heyward","- - -",574,2049,55,260,210,19,0.10200098,0.17569546,0.15282392,0.27837259,0.24640089,0.32892805,0.39922481,0.3157710003407421,,96.41416315257497,10.005648169666529,1.1809132571188687,8.881524980068207,7.802223032171352,"Jason Heyward",4940,518792
"César Hernández","- - -",676,2890,54,351,247,39,0.09273356,0.19411765,0.11666667,0.30703085,0.25620155,0.33044383,0.37286822,0.30836955710426334,,92.95655058221743,1.8986909587401897,-22.78326583614144,3.667063295841217,7.800396412374647,"Cesar Hernandez",10556,514917
"Yuli Gurriel","- - -",710,2893,76,345,365,23,0.0636018,0.11545109,0.15558912,0.29230769,0.27983384,0.32803318,0.43542296,0.32637660723059575,,108.15706533536074,-7.484374985098839,23.089443884404094,-44.20508377254009,7.708676743061615,"Yuli Gurriel",19198,493329
"Christian Vázquez","- - -",605,2190,52,232,238,21,0.06255708,0.1826484,0.12931885,0.29526814,0.25666338,0.30540293,0.38598223,0.29888728016174515,,83.93075346144846,-28.30874343868345,-70.58421595260924,74.54741644859314,7.686204273619554,"Christian Vazquez",9774,543877
"Brett Gardner","NYY",470,1778,55,248,173,33,0.11417323,0.19685039,0.17555266,0.26829268,0.23602081,0.32730356,0.41157347,0.3195482565899769,,101.34151924770106,17.023241949034855,20.569871411096113,-4.298583269119263,7.626690608214549,"Brett Gardner",9927,458731
"José Iglesias","- - -",565,2122,31,234,226,28,0.03770028,0.12488219,0.1175,0.31640397,0.2865,0.32200189,0.404,0.31352533206308425,,91.16080067888323,-3.1536118667572737,-26.380589087875446,32.80489592254162,7.621435353840781,"Jose Iglesias",10231,578428
"Paul DeJong","- - -",607,2334,91,285,278,22,0.08226221,0.26349614,0.17862302,0.26024443,0.21810303,0.2953279,0.39672605,0.2989727768007778,,87.97508887320224,0.17781345220282674,-33.73328736150692,32.505001589655876,7.606758239780878,"Paul DeJong",18015,657557
"Lourdes Gurriel Jr.","- - -",584,2340,88,277,321,18,0.05683761,0.1965812,0.18744229,0.31498471,0.27839335,0.32363014,0.46583564,0.3360753264118427,,112.47913795851505,-10.664882615907118,24.894194808021574,-27.138656497001648,7.528952163231731,"Lourdes Gurriel Jr.",19238,666971
"Manuel Margot","- - -",638,2226,38,252,233,71,0.07232704,0.17520216,0.12487709,0.29223181,0.25172075,0.30751914,0.37659784,0.29635407846005213,,89.57922784883324,7.089354329975322,-22.059465243093214,24.72436273097992,7.4388570453381675,"Manuel Margot",14712,622534
"Nathaniel Lowe","- - -",514,2116,71,261,246,11,0.10444234,0.24291115,0.17324094,0.34795997,0.27878465,0.35680529,0.45202559,0.3500452879710261,,124.36885800432397,-10.184275755193084,50.02130406303234,-47.67484778165817,7.430528244522084,"Nathaniel Lowe",19566,663993
"Adalberto Mondesi","KCR",286,1157,35,160,141,119,0.04407952,0.29559205,0.17603687,0.33846154,0.25529954,0.28883072,0.43133641,0.3047359338189503,,87.73108980554831,18.805087546585128,1.4056245369595644,30.620859250426292,7.420702343950548,"Adalberto Mondesi",13769,609275
"Andrelton Simmons","- - -",445,1687,21,179,163,27,0.06283343,0.10195614,0.08863198,0.28175182,0.26140013,0.31190476,0.35003211,0.2901363385598007,,81.08518455847747,-2.676618854049593,-41.97460690935368,56.55215322971344,7.374336692077479,"Andrelton Simmons",10847,592743
"Gio Urshela","- - -",516,1917,57,229,244,7,0.06051122,0.18935837,0.15923208,0.33284672,0.28966685,0.33385498,0.44889893,0.334585817131752,,113.99984461523157,-17.90541956340894,14.905798789433568,-5.649134799838066,7.315021063621503,"Gio Urshela",10681,570482
"Bobby Witt Jr.","KCR",279,1196,46,155,161,68,0.0493311,0.19899666,0.19785139,0.29691211,0.26499552,0.30543933,0.46284691,0.3276176525642408,,107.0532258059518,12.895636442583054,23.09259624054242,8.547672748565674,7.212723658215923,"Bobby Witt Jr.",25764,677951
"David Fletcher","LAA",520,2132,15,246,164,29,0.06097561,0.09615385,0.08248988,0.30136209,0.27631579,0.32232185,0.35880567,0.2979405454460299,,85.29768962436192,2.237897918559611,-35.46942027655804,33.60428564250469,7.187105831224192,"David Fletcher",17992,664058
"Omar Narváez","- - -",509,1767,49,185,173,0,0.10299943,0.19864177,0.13926499,0.29209622,0.25080593,0.33390023,0.39007092,0.3158650767477706,,99.20954256138077,-7.889572164509445,-9.058717533143614,18.43436187505722,7.1721782808552055,"Omar Narvaez",13338,553882
"Jonah Heim","- - -",323,1167,41,129,159,7,0.07626392,0.18680377,0.16963449,0.25276074,0.23149016,0.29073756,0.40112465,0.2995603282734291,,89.86047699313588,-2.8576918926555663,-17.332199518949594,48.69112913310528,7.168919069535918,"Jonah Heim",16930,641680
"Austin Hays","BAL",446,1783,59,232,206,14,0.06057207,0.20639372,0.17937767,0.30605565,0.26418548,0.31685393,0.44356315,0.32710304593289413,,109.14817779589364,-1.3093696739524603,18.345678127054075,-6.059382781386375,7.149933418497287,"Austin Hays",19363,669720
"Thairo Estrada","- - -",342,1193,35,161,139,46,0.05280805,0.2045264,0.14940422,0.30525031,0.26122823,0.31738035,0.41063245,0.316649849370711,,103.26898032277143,10.192011633887887,14.794889747536779,14.71916714310646,7.08799384612675,"Thairo Estrada",16426,642731
"Eddie Rosario","- - -",637,2508,108,333,378,31,0.05741627,0.18062201,0.19649723,0.28531702,0.26527125,0.30591054,0.46176848,0.3239473008641072,,103.33361772455235,6.200276675634086,17.211070924925693,-35.15460538864136,7.084035977264504,"Eddie Rosario",12155,592696
"Enrique Hernández","- - -",663,2479,77,325,288,11,0.08672852,0.18999597,0.16772152,0.26895735,0.24005425,0.31111111,0.40777577,0.309752288041542,,92.59570100369517,3.048054769868031,-18.848764768612682,6.52516382932663,7.033964762014666,"Enrique Hernandez",10472,571771
"Miguel Rojas","- - -",696,2582,38,254,226,50,0.06119287,0.12548412,0.10295358,0.28183613,0.25696203,0.30939441,0.35991561,0.29228362811126796,,83.56955568182443,-11.446955968393013,-62.915018231367,49.34062683582306,7.009426337275441,"Miguel Rojas",7802,500743
"Joey Votto","CIN",612,2558,98,302,309,8,0.14151681,0.21344801,0.19405757,0.29144737,0.25116063,0.36551994,0.4452182,0.3510530753675709,,115.19421356834438,-13.51029770867899,35.2329814714852,-51.41557554155588,6.97184319079267,"Joey Votto",4314,458015
"Steven Kwan","CLE",275,1215,11,167,95,35,0.09382716,0.09876543,0.10370371,0.30825496,0.28333333,0.35478548,0.38703704,0.3270112370319714,,113.5198519736298,6.910306668374687,25.356246582133583,1.562239170074463,6.91788146577765,"Steven Kwan",24610,680757
"Jorge Soler","- - -",611,2543,140,315,344,7,0.10774676,0.26268187,0.24592391,0.27612994,0.24048913,0.33056544,0.48641304,0.3463485388353237,,116.76695729666535,-10.626185773406178,43.33457414467479,-63.06846857070923,6.884640134192889,"Jorge Soler",14221,624585
"Mike Zunino","- - -",418,1416,74,157,175,0,0.07415254,0.3700565,0.218507,0.24132948,0.1874028,0.25918079,0.4059098,0.28546564436733385,,82.37799162466902,-3.1110503212548792,-33.49362641415677,53.499922037124634,6.860157093241153,"Mike Zunino",13265,572287
"Evan Longoria","- - -",535,2007,81,236,264,7,0.0772297,0.23069258,0.19294377,0.28737413,0.2491731,0.31091181,0.44211687,0.31999627625757177,,102.04431692336489,-9.719059079885483,-4.694833691414058,7.043595090508461,6.830782257561708,"Evan Longoria",9368,446334
"Tony Kemp","- - -",637,2002,33,236,170,47,0.1018981,0.12837163,0.11870295,0.2652921,0.24261726,0.33064109,0.36132021,0.30675233597102464,,98.44874176655539,5.8131589286495,1.9895334261143116,-2.1601057201623917,6.820646930095401,"Tony Kemp",14894,643393
"Wil Myers","- - -",553,1978,71,227,248,43,0.09403438,0.29979778,0.18478873,0.33363069,0.25070423,0.32186235,0.43549296,0.32499724659789164,,105.96727929915819,6.70294877816923,21.739694283336625,-20.657977893948555,6.688855327944881,"Wil Myers",10047,571976
"Yan Gomes","- - -",517,1905,63,211,233,6,0.05616798,0.21889764,0.164,0.29347826,0.252,0.30304622,0.416,0.30697028386164416,,91.14275372352151,-6.546234012115747,-27.344853487526606,30.41162710636854,6.669654380536372,"Yan Gomes",9627,543228
"C.J. Cron","- - -",640,2564,128,315,391,2,0.07605304,0.23907956,0.22608696,0.2961319,0.25869565,0.32774093,0.48478261,0.34470380409505613,,110.28190411643084,-15.839814976323396,16.792989498819445,-39.67067211121321,6.634993735307332,"C.J. Cron",12546,543068
"William Contreras","- - -",262,1036,42,133,132,3,0.09942085,0.24420849,0.1976113,0.32539683,0.26818675,0.34555985,0.46579805,0.35032261543098514,,121.49408738022731,-6.765397299546748,19.598793761686203,10.570285880938172,6.615280440517632,"William Contreras",20503,661388
"Ty France","- - -",531,2163,59,257,254,1,0.06241331,0.17568192,0.15093361,0.310253,0.2723029,0.34505088,0.42323651,0.33539132228374924,,118.23208550126118,-17.071384434821084,29.45105789685205,-37.471566677093506,6.5615294607958035,"Ty France",17982,664034
"Michael A. Taylor","- - -",606,1908,52,217,188,60,0.06865828,0.28563941,0.139748,0.31260794,0.2371134,0.29346681,0.3768614,0.291824239624452,,81.37703349430014,9.224563290830702,-34.06977136474167,36.53511442989111,6.546107506813955,"Michael A. Taylor",11489,572191
"Myles Straw","- - -",531,1902,6,244,121,83,0.09621451,0.1787592,0.06489675,0.30073529,0.24483776,0.31801373,0.30973451,0.282620229988078,,80.30630571143251,21.520738354185596,-22.142291823182973,21.402776263654232,6.445090216288533,"Myles Straw",17620,664702
"Anthony Santander","BAL",547,2282,107,275,306,6,0.07011394,0.20771253,0.21414822,0.26834104,0.24687199,0.30657895,0.46102021,0.3266043344958798,,108.02203426188663,1.9142492345999926,22.8674008417797,-35.27104198932648,6.440771880415301,"Anthony Santander",14551,623993
