player_id,name,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,avg_slg,slg_2023,z_scores_avg_slg,zscore_difference
408234, Miguel Cabrera,2020.6666666666667,502.6666666666667,351.3333333333333,0.264,0.246,0.0179999999999999,0.39566666666666667,-0.0286666666666666,0.29933333333333334,0.307,-0.007666666666666666,0.367,0.332,-1.1451429532879456,-0.18227182780411133
444482, David Peralta,2020.0,516.25,365.5,0.2695,0.254,0.015499999999999976,0.39875,0.049749999999999975,0.33375,0.315,0.018750000000000003,0.4485,0.399,0.24266503385858224,-0.596952003650362
453568, Charlie Blackmon,2020.0,622.25,457.5,0.28475,0.27949999999999997,0.00525,0.449,0.027999999999999924,0.35125,0.34325,0.008000000000000024,0.477,0.46,0.727972121388349,-0.19627705402614515
455117, Martin Maldonado,2020.0,395.75,252.5,0.199,0.1945,0.004499999999999975,0.33425,0.010999999999999949,0.27125,0.268,0.0032499999999999994,0.34525,0.318,-1.515508888508031,-0.015246032258710907
456781, Donovan Solano,2020.6666666666667,292.0,213.66666666666666,0.298,0.28600000000000003,0.011999999999999967,0.425,-0.009999999999999967,0.32966666666666666,0.331,-0.0013333333333333662,0.41500000000000004,0.397,-0.3277836479746526,-0.05555191319922509
457705, Andrew McCutchen,2020.0,524.5,336.75,0.2425,0.2515,-0.008999999999999975,0.431,-0.00375,0.33725,0.3465,-0.009249999999999975,0.42725,0.404,-0.1191867419311564,-0.16247874940537876
457759, Justin Turner,2020.0,529.75,384.25,0.2895,0.27875,0.01075,0.47475,0.00925,0.36675,0.364,0.00275,0.484,0.484,0.8471703534132042,0.033107810534173
462101, Elvis Andrus,2020.0,548.5,427.75,0.25575000000000003,0.257,-0.0012499999999999994,0.371,2.2551405187698492e-17,0.294,0.29925,-0.005249999999999975,0.371,0.336,-1.0770296778451711,-0.19228792048269017
467793, Carlos Santana,2020.0,632.5,438.75,0.2315,0.252,-0.02049999999999995,0.43925,-0.027499999999999976,0.32875,0.35025,-0.02149999999999995,0.41175,0.411,-0.3831256842719073,0.20313026277271376
474832, Brandon Belt,2020.0,437.75,273.5,0.2435,0.2385,0.005000000000000025,0.46799999999999997,-0.027000000000000003,0.33875,0.34925,-0.010499999999999949,0.44099999999999995,0.47,0.11495264240337925,0.561985381869313
493329, Yuli Gurriel,2020.0,593.5,483.75,0.2875,0.26225,0.025249999999999925,0.37,0.07774999999999997,0.33375,0.302,0.031749999999999924,0.44775,0.368,0.22989379471306157,-1.034433930927358
500743, Miguel Rojas,2020.0,525.0,422.5,0.25925,0.262,-0.002750000000000025,0.35324999999999995,0.006750000000000024,0.29125,0.29525,-0.00399999999999995,0.36,0.292,-1.2643411853128008,-0.6440454234212132
500871, Eduardo Escobar,2020.0,617.75,440.5,0.2585,0.24825,0.01025,0.4435,0.03199999999999995,0.333,0.32275,0.010249999999999974,0.4755,0.359,0.7024296430973086,-1.6376884405310455
502054, Tommy Pham,2020.0,601.75,386.25,0.25325000000000003,0.261,-0.00774999999999995,0.4435,-0.02574999999999995,0.3325,0.34775,-0.015249999999999975,0.41775,0.475,-0.28095577110774567,1.0305152738356826
502110, J.D. Martinez,2020.0,634.0,422.5,0.2985,0.289,0.0095,0.5475,-0.009499999999999925,0.38,0.38425,-0.004249999999999975,0.538,0.547,1.766699571890659,0.028609220592800355
502671, Paul Goldschmidt,2020.0,675.5,437.5,0.29025,0.2705,0.019749999999999948,0.52475,0.0005000000000000004,0.382,0.37675000000000003,0.005249999999999975,0.52525,0.453,1.5495885064168151,-1.1195635088919538
514888, Jose Altuve,2020.0,607.25,459.75,0.298,0.27175,0.02624999999999995,0.4485,0.05725,0.37275,0.3455,0.027249999999999976,0.50575,0.511,1.2175362886332908,0.0548978589724074
516416, Jean Segura,2020.0,551.0,443.0,0.28775,0.26575000000000004,0.02199999999999995,0.38825,0.026249999999999926,0.325,0.3105,0.0145,0.4145,0.279,-0.3362978074050003,-1.7609046453126491
516782, Starling Marte,2020.0,555.75,411.25,0.2935,0.279,0.01449999999999995,0.45725,0.015,0.35225,0.345,0.007249999999999975,0.47225,0.324,0.647087606800055,-2.090696753420503
518595, Travis d'Arnaud,2020.6666666666667,348.6666666666667,245.0,0.24633333333333332,0.252,-0.005666666666666633,0.424,0.006999999999999999,0.316,0.32,-0.004000000000000001,0.431,0.444,-0.055330546203555854,0.3546368825089769
518692, Freddie Freeman,2020.0,700.5,494.0,0.30725,0.30625,0.001,0.55575,-0.03874999999999995,0.38425,0.401,-0.016749999999999977,0.517,0.572,1.4091048758160933,0.7493113089435874
518735, Yasmani Grandal,2020.0,475.25,287.75,0.23225,0.2345,-0.00225,0.4345,-0.0037499999999999496,0.34450000000000003,0.35125,-0.006749999999999975,0.43075,0.345,-0.05958762591872878,-1.079011311189693
518792, Jason Heyward,2019.3333333333333,476.6666666666667,348.3333333333333,0.245,0.25166666666666665,-0.006666666666666667,0.3833333333333333,0.0069999999999999655,0.30733333333333335,0.312,-0.004666666666666632,0.39033333333333337,0.457,-0.7478155132050945,1.2359376934941515
518934, DJ LeMahieu,2020.0,614.0,471.0,0.28300000000000003,0.28675,-0.003749999999999975,0.43525,-0.014000000000000002,0.33525,0.34650000000000003,-0.011249999999999975,0.42125,0.37,-0.22135665509531802,-0.5541348897368806
519058, Mike Moustakas,2019.6666666666667,501.3333333333333,361.0,0.23966666666666667,0.2373333333333333,0.0023333333333332997,0.4236666666666667,0.0163333333333333,0.321,0.31866666666666665,0.0023333333333332997,0.44,0.445,0.0979243235426866,0.21590630845378334
519203, Anthony Rizzo,2020.0,600.5,426.0,0.262,0.272,-0.009999999999999974,0.46125,0.016249999999999976,0.36,0.36275,-0.0027499999999999747,0.4775,0.378,0.7364862808186958,-1.395783460122503
519317, Giancarlo Stanton,2020.3333333333333,578.6666666666666,345.3333333333333,0.25,0.24766666666666667,0.0023333333333333665,0.48299999999999993,0.012666666666666701,0.35233333333333333,0.35266666666666663,-0.0003333333333333001,0.4956666666666667,0.423,1.0458340734546303,-1.0515379466612367
521692, Salvador Perez,2020.3333333333333,560.6666666666666,400.0,0.254,0.26,-0.006000000000000001,0.5066666666666667,-0.0239999999999999,0.329,0.3453333333333333,-0.016333333333333335,0.48266666666666674,0.426,0.8244659282656144,-0.786596914399074
527038, Wilmer Flores,2020.0,438.0,338.25,0.26875,0.25175,0.017,0.3925,0.04374999999999993,0.33075,0.3125,0.018249999999999975,0.43625,0.545,0.03406812781508605,1.7321920732862757
542194, Christian Bethancourt,2022.0,333.0,239.0,0.252,0.255,-0.003,0.449,-0.04,0.301,0.318,-0.017,0.409,0.379,-0.42995356113881517,-0.21481932247394314
542303, Marcell Ozuna,2019.6666666666667,561.3333333333334,400.0,0.249,0.27499999999999997,-0.02599999999999993,0.5026666666666667,-0.06333333333333334,0.32033333333333336,0.35766666666666663,-0.03733333333333327,0.43933333333333335,0.519,0.08657211096889117,1.3020564021651984
542932, Jon Berti,2020.6666666666667,320.6666666666667,209.66666666666666,0.241,0.24233333333333332,-0.0013333333333333333,0.35366666666666663,-0.0013333333333333,0.302,0.308,-0.006000000000000001,0.35233333333333333,0.366,-1.3948916299114515,0.5613029023150572
543063, Brandon Crawford,2020.0,540.25,374.25,0.25275000000000003,0.24125,0.0115,0.4005,0.001999999999999975,0.31325000000000003,0.3135,-0.00024999999999997463,0.40249999999999997,0.318,-0.5406376337333236,-0.9901172870334183
543068, C.J. Cron,2020.0,559.5,371.75,0.261,0.25625,0.00475,0.48675,0.0032499999999999994,0.34750000000000003,0.34875,-0.0012499999999999742,0.49,0.441,0.9493402665773659,-0.6936068173450918
543228, Yan Gomes,2020.0,365.25,256.25,0.244,0.249,-0.005000000000000001,0.42225,-0.016249999999999976,0.30075,0.313,-0.012249999999999976,0.406,0.434,-0.48103851772089506,0.6351018971158269
543257, Robbie Grossman,2020.0,523.75,338.0,0.24025,0.237,0.003249999999999975,0.359,0.005499999999999975,0.313,0.31425000000000003,-0.0012500000000000245,0.3645,0.388,-1.1877137504396797,0.6736595280463618
543760, Marcus Semien,2020.0,724.5,530.5,0.26325,0.25225,0.010999999999999975,0.432,0.03724999999999998,0.34125,0.3275,0.013749999999999974,0.46925,0.463,0.596002650217974,-0.020734695782623436
543807, George Springer,2020.0,524.5,358.5,0.272,0.262,0.01,0.49525,0.017749999999999974,0.36825,0.36225,0.006,0.513,0.397,1.3409916003733189,-1.7243271615471967
543877, Christian Vazquez,2020.0,428.5,327.25,0.25375000000000003,0.24825,0.0055,0.373,0.0047499999999999504,0.293,0.29275,0.0002499999999999742,0.37775,0.322,-0.9620885255354898,-0.5105692124670564
543939, Kolten Wong,2020.0,486.25,355.5,0.26425,0.2395,0.02474999999999995,0.35525,0.06674999999999998,0.33025000000000004,0.30125,0.029,0.422,0.227,-0.2085854159497983,-2.6438804127023947
545121, Ildemaro Vargas,2020.5,216.5,183.0,0.266,0.244,0.022,0.33799999999999997,0.06449999999999995,0.301,0.272,0.02899999999999995,0.40249999999999997,0.367,-0.5406376337333236,-0.27842679817202176
545341, Randal Grichuk,2020.0,543.25,378.0,0.24425,0.23525000000000001,0.009,0.421,0.03074999999999995,0.3155,0.30475,0.010749999999999975,0.45175,0.45,0.298007070155836,0.08844504029587857
545361, Mike Trout,2019.6666666666667,569.0,335.0,0.2953333333333333,0.2896666666666667,0.005666666666666633,0.621,0.01333333333333333,0.43366666666666664,0.4296666666666667,0.003999999999999966,0.6343333333333333,0.49,3.4070942888041404,-2.4396703507104696
547180, Bryce Harper,2020.0,600.5,359.75,0.276,0.28125,-0.0052499999999999995,0.5505,-0.01675,0.38525,0.397,-0.01175,0.53375,0.468,1.6943292167327098,-1.0464397838421147
547989, Jose Abreu,2020.0,646.0,454.0,0.27849999999999997,0.276,0.002499999999999975,0.48825,-0.012499999999999999,0.349,0.359,-0.009999999999999974,0.47575,0.343,0.7066867228124825,-1.8743342513030012
553869, Elias Diaz,2020.0,340.25,254.25,0.25025,0.24725,0.003,0.38075000000000003,0.016999999999999973,0.30475,0.3025,0.0022499999999999747,0.39775,0.425,-0.6215221483216178,0.6448668664971092
553993, Eugenio Suarez,2020.0,617.75,368.5,0.247,0.23925000000000002,0.007749999999999975,0.481,0.015249999999999974,0.35175,0.34825,0.0034999999999999745,0.49624999999999997,0.389,1.0557672594567005,-1.5552971861589695
570482, Gio Urshela,2020.6666666666667,489.6666666666667,361.0,0.2886666666666667,0.2683333333333333,0.0203333333333333,0.4426666666666666,0.018,0.33666666666666667,0.325,0.011666666666666667,0.4606666666666667,0.374,0.4498429133303551,-1.167237275398358
571448, Nolan Arenado,2020.0,652.0,492.75,0.29,0.26275000000000004,0.027249999999999927,0.4555,0.08724999999999997,0.375,0.3365,0.03849999999999995,0.5427500000000001,0.506,1.8475840864789541,-0.6477714173285005
571657, Kyle Farmer,2021.5,556.0,413.5,0.259,0.255,0.004,0.3815,0.019499999999999948,0.3125,0.3065,0.006,0.401,0.383,-0.566180112024363,-0.02049558882419955
571771, Enrique Hernandez,2020.0,477.25,338.25,0.24125,0.24525,-0.003999999999999975,0.41025,0.006749999999999976,0.31525000000000003,0.32,-0.0047499999999999504,0.417,0.338,-0.2937270102532663,-0.9465419966924971
